dept_id|deptName|college
60180000|AG-ENVIRONMENTAL HORTICULTURE|AG/NAT RES DEPARTMENTS
60181000|AG-ADMINISTRATION|AG/NAT RES DEPARTMENTS
60181100|AG-ENVIROTRON|AG/NAT RES DEPARTMENTS
60181200|AG-GREENHOUSE|AG/NAT RES DEPARTMENTS
60181300|AG-HORT UNIT|AG/NAT RES DEPARTMENTS
60181400|AG-AQUATIC PLANTS|AG/NAT RES DEPARTMENTS
60181500|AG-MASTER GARDENER PROGRAM|AG/NAT RES DEPARTMENTS
60181600|AG-FL YARDS / NEIGHBORHOODS|AG/NAT RES DEPARTMENTS
60182000|AG-FLORICULTURE|AG/NAT RES DEPARTMENTS
60182100|AG-MICROPROPAGATION|AG/NAT RES DEPARTMENTS
60182200|AG-TURFGRASS|AG/NAT RES DEPARTMENTS
60182300|AG-BIOTECHNOLOGY|AG/NAT RES DEPARTMENTS
60182400|AG-WOODY ORNAMENTALS|AG/NAT RES DEPARTMENTS
60182500|AG-TAXONOMY|AG/NAT RES DEPARTMENTS
60182600|AG-FOLIAGE|AG/NAT RES DEPARTMENTS
60182700|AG-LANDSCAPE|AG/NAT RES DEPARTMENTS
60190000|AG-PLANT PATHOLOGY|AG/NAT RES DEPARTMENTS
60191000|AG-ADMINISTRATION|AG/NAT RES DEPARTMENTS
60192000|AG-DPM PROGRAM|AG/NAT RES DEPARTMENTS
60192100|AG-AQUATIC PLANT|AG/NAT RES DEPARTMENTS
60210000|AG-SOIL AND WATER SCIENCE|AG/NAT RES DEPARTMENTS
60210100|AG-SWS ENV PED & MIN LAB|AG/NAT RES DEPARTMENTS
60210200|AG-ICP MASS SPEC LAB|AG/NAT RES DEPARTMENTS
60210300|AG-SOIL CHEM CORE LAB|AG/NAT RES DEPARTMENTS
60210400|AG-GIS AND SPECTRAL SOIL LAB|AG/NAT RES DEPARTMENTS
60210500|AG-STABLE ISO MASS SPEC LAB|AG/NAT RES DEPARTMENTS
60210600|AG-SWS MICRO&MOLEC BIO LAB|AG/NAT RES DEPARTMENTS
60210700|AG-ORGANIC CONTAM LAB|AG/NAT RES DEPARTMENTS
60210800|AG-SWS WETLAND BIO LAB|AG/NAT RES DEPARTMENTS
60211000|AG-ADMINISTRATION|AG/NAT RES DEPARTMENTS
60212000|AG-SOIL TESTING LAB|AG/NAT RES DEPARTMENTS
60212100|AG-SOIL SAMPLE INCIDENTAL|AG/NAT RES DEPARTMENTS
60220000|AG-STATISTICS|AG/NAT RES DEPARTMENTS
60230000|AG-HORTICULTURAL SCIENCES|AG/NAT RES DEPARTMENTS
60231000|AG-ADMINISTRATION|AG/NAT RES DEPARTMENTS
60232000|AG-HORT SCIENCE PROGRAMS|AG/NAT RES DEPARTMENTS
60233000|AG-PMCB|AG/NAT RES DEPARTMENTS
60260000|AG-AG ED AND COMMUNICATION|AG/NAT RES DEPARTMENTS
60261000|AG-ADMINISTRATION|AG/NAT RES DEPARTMENTS
60262000|AG-CALS TEACHING/RESEARCH CTR|AG/NAT RES DEPARTMENTS
60263000|AG-PDEC|AG/NAT RES DEPARTMENTS
60264000|AG-WEDGEWORTH LEADERSHIP INST|AG/NAT RES DEPARTMENTS
60265000|AG-PUBLIC ISSUES EDUCATION CTR|AG/NAT RES DEPARTMENTS
60270000|AG-SNRE - RESEARCH / OUTREACH|AG/NAT RES ON CAMPUS CENTERS
60290000|AG-INTERNATIONAL PROGRAMS|AG-VP-AGRICULTURE / NAT RES
60300000|AG-CONFERENCES / INSTITUTES|AG-VP-AGRICULTURE / NAT RES
60310000|AG-FAC PLANNING / OPERATIONS|AG-VP-AGRICULTURE / NAT RES
60311000|AG-FPO-ADMINISTRATION|AG-VP-AGRICULTURE / NAT RES
60312000|AG-FPO-MAINTENANCE|AG-VP-AGRICULTURE / NAT RES
60313000|AG-FPO-SUPPORTS SERVICES|AG-VP-AGRICULTURE / NAT RES
60314000|AG-FPO-UTILITIES|AG-VP-AGRICULTURE / NAT RES
60315000|AG-FPO-PROJECTS|AG-VP-AGRICULTURE / NAT RES
60315100|AG-PROJECTS FP&C|AG-VP-AGRICULTURE / NAT RES
60315200|AG-FPO SPECIAL APPROPRIATION|AG-VP-AGRICULTURE / NAT RES
60316000|AG-FPO-IFAS ADMIN|AG-VP-AGRICULTURE / NAT RES
60317000|AG-FPO BOK TOWER GARDENS|AG-VP-AGRICULTURE / NAT RES
60318000|AG-FPO-BUCKEYE|AG-VP-AGRICULTURE / NAT RES
60320000|AG-FAM  YOUTH / COMM SCI|AG/NAT RES DEPARTMENTS
60321000|AG-FYCS FAMILY NUTRITION PROG|AG/NAT RES DEPARTMENTS
60325000|AG-FYCS EXTENSION TRAINING PRG|AG/NAT RES DEPARTMENTS
60330000|AG-4-H YOUTH DEVELOPMENT|AG-EXTENSION ADMINISTRATION
60350000|AG-COUNTY OPERATIONS|AG-EXTENSION ADMINISTRATION
60351000|AG-DISTRICT I|AG-EXTENSION ADMINISTRATION
60351003|AG-BAY|AG-EXTENSION ADMINISTRATION
60351007|AG-CALHOUN|AG-EXTENSION ADMINISTRATION
60351017|AG-ESCAMBIA|AG-EXTENSION ADMINISTRATION
60351019|AG-FRANKLIN|AG-EXTENSION ADMINISTRATION
60351020|AG-GADSDEN|AG-EXTENSION ADMINISTRATION
60351023|AG-GULF|AG-EXTENSION ADMINISTRATION
60351030|AG-HOLMES|AG-EXTENSION ADMINISTRATION
60351032|AG-JACKSON|AG-EXTENSION ADMINISTRATION
60351033|AG-JEFFERSON|AG-EXTENSION ADMINISTRATION
60351037|AG-LEON|AG-EXTENSION ADMINISTRATION
60351039|AG-LIBERTY|AG-EXTENSION ADMINISTRATION
60351040|AG-MADISON|AG-EXTENSION ADMINISTRATION
60351046|AG-OKALOOSA|AG-EXTENSION ADMINISTRATION
60351057|AG-SANTA ROSA|AG-EXTENSION ADMINISTRATION
60351062|AG-TAYLOR|AG-EXTENSION ADMINISTRATION
60351065|AG-WAKULLA|AG-EXTENSION ADMINISTRATION
60351066|AG-WALTON|AG-EXTENSION ADMINISTRATION
60351067|AG-WASHINGTON|AG-EXTENSION ADMINISTRATION
60351100|AG-4H NORTHWEST|AG-EXTENSION ADMINISTRATION
60351200|AG-NORTHWEST DISTRICT|AG-EXTENSION ADMINISTRATION
60352000|AG-DISTRICT II|AG-EXTENSION ADMINISTRATION
60352001|AG-ALACHUA|AG-EXTENSION ADMINISTRATION
60352002|AG-BAKER|AG-EXTENSION ADMINISTRATION
60352004|AG-BRADFORD|AG-EXTENSION ADMINISTRATION
60352010|AG-CLAY|AG-EXTENSION ADMINISTRATION
60352012|AG-COLUMBIA|AG-EXTENSION ADMINISTRATION
60352015|AG-DIXIE|AG-EXTENSION ADMINISTRATION
60352016|AG-DUVAL|AG-EXTENSION ADMINISTRATION
60352018|AG-FLAGLER|AG-EXTENSION ADMINISTRATION
60352021|AG-GILCHRIST|AG-EXTENSION ADMINISTRATION
60352024|AG-HAMILTON|AG-EXTENSION ADMINISTRATION
60352034|AG-LAFAYETTE|AG-EXTENSION ADMINISTRATION
60352038|AG-LEVY|AG-EXTENSION ADMINISTRATION
60352045|AG-NASSAU|AG-EXTENSION ADMINISTRATION
60352054|AG-PUTNAM|AG-EXTENSION ADMINISTRATION
60352055|AG-ST JOHNS|AG-EXTENSION ADMINISTRATION
60352061|AG-SUWANNEE|AG-EXTENSION ADMINISTRATION
60352063|AG-UNION|AG-EXTENSION ADMINISTRATION
60352100|AG-4H NORTHEAST|AG-EXTENSION ADMINISTRATION
60352101|AG-SMALL FARMS|AG-EXTENSION ADMINISTRATION
60352200|AG-NORTHEAST DISTRICT|AG-EXTENSION ADMINISTRATION
60353000|AG-DISTRICT III|AG-EXTENSION ADMINISTRATION
60353005|AG-BREVARD|AG-EXTENSION ADMINISTRATION
60353009|AG-CITRUS|AG-EXTENSION ADMINISTRATION
60353027|AG-HERNANDO|AG-EXTENSION ADMINISTRATION
60353035|AG-LAKE|AG-EXTENSION ADMINISTRATION
60353042|AG-MARION|AG-EXTENSION ADMINISTRATION
60353048|AG-ORANGE|AG-EXTENSION ADMINISTRATION
60353049|AG-OSCEOLA|AG-EXTENSION ADMINISTRATION
60353051|AG-PASCO|AG-EXTENSION ADMINISTRATION
60353053|AG-POLK|AG-EXTENSION ADMINISTRATION
60353059|AG-SEMINOLE|AG-EXTENSION ADMINISTRATION
60353060|AG-SUMTER|AG-EXTENSION ADMINISTRATION
60353064|AG-VOLUSIA|AG-EXTENSION ADMINISTRATION
60353100|AG-4H CENTRAL|AG-EXTENSION ADMINISTRATION
60353200|AG-CENTRAL DISTRICT|AG-EXTENSION ADMINISTRATION
60354000|AG-DISTRICT IV|AG-EXTENSION ADMINISTRATION
60354008|AG-CHARLOTTE|AG-EXTENSION ADMINISTRATION
60354011|AG-COLLIER|AG-EXTENSION ADMINISTRATION
60354014|AG-DESOTO|AG-EXTENSION ADMINISTRATION
60354022|AG-GLADES|AG-EXTENSION ADMINISTRATION
60354025|AG-HARDEE|AG-EXTENSION ADMINISTRATION
60354028|AG-HIGHLANDS|AG-EXTENSION ADMINISTRATION
60354029|AG-HILLSBOROUGH|AG-EXTENSION ADMINISTRATION
60354036|AG-LEE|AG-EXTENSION ADMINISTRATION
60354041|AG-MANATEE|AG-EXTENSION ADMINISTRATION
60354047|AG-OKEECHOBEE|AG-EXTENSION ADMINISTRATION
60354052|AG-PINELLAS|AG-EXTENSION ADMINISTRATION
60354058|AG-SARASOTA|AG-EXTENSION ADMINISTRATION
60354068|AG-SEMINOLE TRIBE|AG-EXTENSION ADMINISTRATION
60354100|AG-4H SOUTHCENTRAL|AG-EXTENSION ADMINISTRATION
60354200|AG-SOUTH CENTRAL DISTRICT|AG-EXTENSION ADMINISTRATION
60355000|AG-DISTRICT V|AG-EXTENSION ADMINISTRATION
60355006|AG-BROWARD|AG-EXTENSION ADMINISTRATION
60355013|AG-MIAMI-DADE|AG-EXTENSION ADMINISTRATION
60355026|AG-HENDRY|AG-EXTENSION ADMINISTRATION
60355031|AG-INDIAN RIVER|AG-EXTENSION ADMINISTRATION
60355043|AG-MARTIN|AG-EXTENSION ADMINISTRATION
60355044|AG-MONROE|AG-EXTENSION ADMINISTRATION
60355050|AG-PALM BEACH|AG-EXTENSION ADMINISTRATION
60355056|AG-ST LUCIE|AG-EXTENSION ADMINISTRATION
60355100|AG-4H SOUTH|AG-EXTENSION ADMINISTRATION
60355200|AG-SOUTH DISTRICT|AG-EXTENSION ADMINISTRATION
60356000|AG-ADMINISTRATION|AG-EXTENSION ADMINISTRATION
60357000|AG-IN-SERVICE EDUCATION|AG-EXTENSION ADMINISTRATION
60370000|AG-CENTER-AQUA / INVAS PLNTS|AG/NAT RES ON CAMPUS CENTERS
60390000|AG-IFAS SPONSORED PROGRAMS|AG-DEAN  FOR RESEARCH
60400000|AG-IFAS CENTER FOR LEADERSHIP|AG-DEAN  FOR RESEARCH
60410000|AG-IFAS INFORMATION TECHNOLOGY|AG/NAT RES DEPARTMENTS
60411000|AG-ADMINISTRATION|AG/NAT RES DEPARTMENTS
60412000|AG-SOFTWARE|AG/NAT RES DEPARTMENTS
60413000|AG-HELP DESK|AG/NAT RES DEPARTMENTS
60414000|AG-SERVERS|AG/NAT RES DEPARTMENTS
60415000|AG-NETWORK|AG/NAT RES DEPARTMENTS
60430000|AG-UF DEVELOPMENT-SHARE|AG-VP-AGRICULTURE / NAT RES
60440000|AG-IFAS COMMUNICATION SERVICES|AG-VP-AGRICULTURE / NAT RES
60441000|AG-ADMINISTRATION|AG-VP-AGRICULTURE / NAT RES
60442000|AG-PRINT NEWS UNIT|AG-VP-AGRICULTURE / NAT RES
60443000|AG-TELEVISION/VIDEO UNIT|AG-VP-AGRICULTURE / NAT RES
60444000|AG-PUBLICATIONS/PRINT AREA|AG-VP-AGRICULTURE / NAT RES
60445000|AG-DISTANCE EDUCATION PROGRAMS|AG-VP-AGRICULTURE / NAT RES
60446000|AG-PHOTOGRAPHY UNIT|AG-VP-AGRICULTURE / NAT RES
60447000|AG-GRAPHIC TECHNOLOGY PROD|AG-VP-AGRICULTURE / NAT RES
60448000|AG-PUBLICATION PRODUCTION|AG-VP-AGRICULTURE / NAT RES
60450000|AG-EXPANDED NUTRITION PROGRAM|AG/NAT RES DEPARTMENTS
60451000|AG-FAMILY NUTRITION PROGRAM|AG/NAT RES DEPARTMENTS
60460000|AG-SCHL-FOREST RES / CONSERV|AG/NAT RES DEPARTMENTS
60460001|AG-SFRC BEEF RCH UNIT-TIMBER|AG/NAT RES DEPARTMENTS
60460002|AG-SFRC CELL TOWER RIGHTS|AG/NAT RES DEPARTMENTS
60460003|AG-SFRC MILEAGE SERVICE CENTER|AG/NAT RES DEPARTMENTS
60460004|AG-SFRC PEST IDENTIFICATION|AG/NAT RES DEPARTMENTS
60460005|AG-SFRC TREE HEALTH DIAGNOSTIC|AG/NAT RES DEPARTMENTS
60461000|AG-ADMINISTRATION|AG/NAT RES DEPARTMENTS
60462000|AG-SFRC TROPICAL AQUA LAB|AG/NAT RES DEPARTMENTS
60462001|AG-SFRC RUSKIN REVENUE|AG/NAT RES DEPARTMENTS
60463000|AG-SFRC LAKEWATCH|AG/NAT RES DEPARTMENTS
60463001|AG-SFRC FISHING FOR SUCCESS|AG/NAT RES DEPARTMENTS
60464000|AG-SFRC INCIDENTAL|AG/NAT RES DEPARTMENTS
60464001|AG-SFRC FLATWOODS 5K|AG/NAT RES DEPARTMENTS
60465000|AG-SFRC PROGRAMS|AG/NAT RES DEPARTMENTS
60465001|AG-SFRC FOREST STWDSHIP PROG|AG/NAT RES DEPARTMENTS
60465002|AG-SFRC WILDLD URBAN INTERFACE|AG/NAT RES DEPARTMENTS
60465003|AG-SFRC FOREST CERTIFICATION|AG/NAT RES DEPARTMENTS
60466000|AG-SFRC-GEOMATICS|AG/NAT RES DEPARTMENTS
60467000|AG-SFRC FISHERIES RESRCH SUPP|AG/NAT RES DEPARTMENTS
60468000|AG-SFRC DIAGNOSTIC LAB SUPPORT|AG/NAT RES DEPARTMENTS
60469000|AG-SFRC FISHERIES (FAS)|AG/NAT RES DEPARTMENTS
60470000|AG-WILDLIFE ECOLOGY / CONSERV|AG/NAT RES DEPARTMENTS
60471000|AG-ADMINISTRATION|AG/NAT RES DEPARTMENTS
60472000|AG-FLORIDA COOP UNIT|AG/NAT RES DEPARTMENTS
60473000|AG-ORDWAY SWISHER BIO STATION|AG/NAT RES DEPARTMENTS
60480000|AG-FISHERIES / AQUATIC SCI|AG/NAT RES DEPARTMENTS
60481000|AG-ADMINISTRATION|AG/NAT RES DEPARTMENTS
60482000|AG-RUSKIN|AG/NAT RES DEPARTMENTS
60483000|AG-LAKEWATCH|AG/NAT RES DEPARTMENTS
60484000|AG-FISHING FOR SUCCESS|AG/NAT RES DEPARTMENTS
60700000|AG-HILLSBOROUGH CC-PLANT CITY|AG/NAT RES OFF CAMPUS CENTERS
60710000|AG-CCAP TALLAHASSEE|AG/NAT RES OFF CAMPUS CENTERS
60711000|AG-ADMINISTRATION|AG/NAT RES OFF CAMPUS CENTERS
60712000|AG-CCAP PROJECTS|AG/NAT RES OFF CAMPUS CENTERS
60730000|AG-CREC-LAKE ALFRED|AG/NAT RES OFF CAMPUS CENTERS
60731000|AG-CREC-ENTOMOLOGY|AG/NAT RES OFF CAMPUS CENTERS
60732000|AG-CREC-PLANT PATHOLOGY|AG/NAT RES OFF CAMPUS CENTERS
60733000|AG-CREC-HORTICULTURE|AG/NAT RES OFF CAMPUS CENTERS
60734000|AG-CREC-POST HARVEST|AG/NAT RES OFF CAMPUS CENTERS
60735000|AG-CREC-PROCESSING|AG/NAT RES OFF CAMPUS CENTERS
60736000|AG-CREC-INFRASTRUCTURE|AG/NAT RES OFF CAMPUS CENTERS
60737000|AG-CREC-FCRDF|AG/NAT RES OFF CAMPUS CENTERS
60740000|AG-EREC-BELLE GLADE|AG/NAT RES OFF CAMPUS CENTERS
60741000|AG-ADMINISTRATION|AG/NAT RES OFF CAMPUS CENTERS
60742000|AG-FIELD RESEARCH OPERATIONS|AG/NAT RES OFF CAMPUS CENTERS
60743000|AG-PHYSICAL PLANT OPERATIONS|AG/NAT RES OFF CAMPUS CENTERS
60744000|AG-EQUIPMENT OPERATIONS|AG/NAT RES OFF CAMPUS CENTERS
60745000|AG-FACULTY OPERATIONS|AG/NAT RES OFF CAMPUS CENTERS
60750000|AG-GCREC - BALM|AG/NAT RES OFF CAMPUS CENTERS
60751000|AG-GCREC-ADMINISTRATION|AG/NAT RES OFF CAMPUS CENTERS
60752000|AG-GCREC-FIELD OPERATIONS|AG/NAT RES OFF CAMPUS CENTERS
60753000|AG-GCREC-FACILITIES|AG/NAT RES OFF CAMPUS CENTERS
60754000|AG-GCREC-ENTOMOLOGY|AG/NAT RES OFF CAMPUS CENTERS
60754100|AG-GCREC-FRUITS/VEG|AG/NAT RES OFF CAMPUS CENTERS
60754200|AG-GCREC-HORTICULTURE|AG/NAT RES OFF CAMPUS CENTERS
60754300|AG-GCREC-PLANT PATHOLOGY|AG/NAT RES OFF CAMPUS CENTERS
60754400|AG-GCREC-SOIL/WATER|AG/NAT RES OFF CAMPUS CENTERS
60760000|AG-IRREC-FT. PIERCE|AG/NAT RES OFF CAMPUS CENTERS
60770000|AG-NFREC-QUINCY|AG/NAT RES OFF CAMPUS CENTERS
60771000|AG-ADMINISTRATION|AG/NAT RES OFF CAMPUS CENTERS
60772000|AG-MULTI-CENTER PROGRAMS|AG/NAT RES OFF CAMPUS CENTERS
60773000|AG-QUINCY UNIT|AG/NAT RES OFF CAMPUS CENTERS
60774000|AG-MARIANNA UNIT|AG/NAT RES OFF CAMPUS CENTERS
60775000|AG-BEEF UNIT|AG/NAT RES OFF CAMPUS CENTERS
60776000|AG-FLORIDA BULL TEST|AG/NAT RES OFF CAMPUS CENTERS
60777000|AG-LIVE OAK UNIT|AG/NAT RES OFF CAMPUS CENTERS
60778000|AG-RURAL DEVELOPMENT|AG/NAT RES OFF CAMPUS CENTERS
60779000|AG-JUBILEE|AG/NAT RES OFF CAMPUS CENTERS
60780000|AG-RCREC-ONA|AG/NAT RES OFF CAMPUS CENTERS
60781000|AG-ADMINISTRATION|AG/NAT RES OFF CAMPUS CENTERS
60782000|AG-FARM|AG/NAT RES OFF CAMPUS CENTERS
60790000|AG-TREC-HOMESTEAD|AG/NAT RES OFF CAMPUS CENTERS
60791000|AG-ADMINISTRATION|AG/NAT RES OFF CAMPUS CENTERS
60792000|AG-HORTICULTURAL SCIENCES|AG/NAT RES OFF CAMPUS CENTERS
60792100|AG-PLANT PATHOLOGY|AG/NAT RES OFF CAMPUS CENTERS
60792200|AG-ENTOMOLOGY / NEMATOLOGY|AG/NAT RES OFF CAMPUS CENTERS
60792300|AG-SOIL / WATER SCIENCE|AG/NAT RES OFF CAMPUS CENTERS
60792400|AG-AG / BIO ENGIN|AG/NAT RES OFF CAMPUS CENTERS
60792500|AG-ENVIRONMENTAL HORTICULTURE|AG/NAT RES OFF CAMPUS CENTERS
60800000|AG-LIVE OAK DEMONSTRATION UNIT|AG/NAT RES OFF CAMPUS CENTERS
60810000|AG-STARS BROOKSVILLE|AG/NAT RES OFF CAMPUS CENTERS
60820000|AG-WFREC-JAY|AG/NAT RES OFF CAMPUS CENTERS
60830000|AG-PESTICIDE INFO OFFICE|AG/NAT RES ON CAMPUS CENTERS
60840000|AG-CTR LANDSCP CONSERV ECOLOGY|AG/NAT RES ON CAMPUS CENTERS
60850000|AG-FLREC-FT LAUDERDALE|AG/NAT RES OFF CAMPUS CENTERS
60851000|AG-ADMINISTRATION|AG/NAT RES OFF CAMPUS CENTERS
60852000|AG-AQUATIC WEED|AG/NAT RES OFF CAMPUS CENTERS
60860000|AG-HASTINGS DEMONSTRATION UNIT|AG/NAT RES OFF CAMPUS CENTERS
60870000|AG-MREC-APOPKA|AG/NAT RES OFF CAMPUS CENTERS
60871000|AG-ADMINISTRATION|AG/NAT RES OFF CAMPUS CENTERS
60871100|AG-EDUCATION DEPARTMENT|AG/NAT RES OFF CAMPUS CENTERS
60871200|AG-MARKETING DEPARTMENT|AG/NAT RES OFF CAMPUS CENTERS
60872000|AG-ENVIRONMENTAL HORTICULTURE|AG/NAT RES OFF CAMPUS CENTERS
60872100|AG-FOOD / RESOURCE ECONOMICS|AG/NAT RES OFF CAMPUS CENTERS
60872200|AG-ENTOMOLOGY / NEMATOLOGY|AG/NAT RES OFF CAMPUS CENTERS
60872300|AG-HORTICULTURAL SCIENCE|AG/NAT RES OFF CAMPUS CENTERS
60872400|AG-PLANT PATHOLOGY|AG/NAT RES OFF CAMPUS CENTERS
60873000|AG-PHYSICAL PLANT|AG/NAT RES OFF CAMPUS CENTERS
60874000|AG-INFORMATION TECHNOLOGY|AG/NAT RES OFF CAMPUS CENTERS
60875000|AG-FARM FACILITIES OPERATIONS|AG/NAT RES OFF CAMPUS CENTERS
60876000|AG-HCC PLANT CITY|AG/NAT RES OFF CAMPUS CENTERS
60900000|AG-FMEL-VERO BEACH|AG/NAT RES OFF CAMPUS CENTERS
60910000|AG-SWFREC-IMMOKALEE|AG/NAT RES OFF CAMPUS CENTERS
60911000|AG-ADMINISTRATION|AG/NAT RES OFF CAMPUS CENTERS
60912000|AG-FIELD RESEARCH OPERATIONS|AG/NAT RES OFF CAMPUS CENTERS
60913000|AG-PHYSICAL PLANT OPERATIONS|AG/NAT RES OFF CAMPUS CENTERS
60914000|AG-EQUIPMENT OPERATIONS|AG/NAT RES OFF CAMPUS CENTERS
60915000|AG-FACULTY OPERATIONS|AG/NAT RES OFF CAMPUS CENTERS
60950000|AG-PLANT SCIENCE RESEARCH / ED|AG/NAT RES OFF CAMPUS CENTERS
60951000|AG-PLANT SCIENCE|AG/NAT RES OFF CAMPUS CENTERS
60952000|AG-PLANT SCIENCE-HASTINGS|AG/NAT RES OFF CAMPUS CENTERS
60960000|AG-ORDWAY SWISHER BIO STA|AG/NAT RES OFF CAMPUS CENTERS
60961000|AG-OSBS-OPER & FACIL|AG/NAT RES OFF CAMPUS CENTERS
60962000|AG-OSBS-CONSERVATION|AG/NAT RES OFF CAMPUS CENTERS
60963000|AG-OSBS-RESEARCH|AG/NAT RES OFF CAMPUS CENTERS
60964000|AG-OSBS-EXTENSION|AG/NAT RES OFF CAMPUS CENTERS
60965000|AG-OSBS-TEACHING|AG/NAT RES OFF CAMPUS CENTERS
60970000|AG-PUBLIC ISSUES EDUCATION CTR|AG/NAT RES ON CAMPUS CENTERS
60990000|AG-FINANCIAL REPORTING ONLY| 
61000000|VP FOR BUSINESS AFFAIRS|VP-BUSINESS AFFAIRS
61010000|VPBA-VP|VP-BUSINESS AFFAIRS
61010100|VPBA-VP OFFICE|VP-BUSINESS AFFAIRS
61010200|VPBA-VP-ADMIN OVERHEAD|VP-BUSINESS AFFAIRS
61010300|VPBA-VP-EMPLOYEE APPRECIATION|VP-BUSINESS AFFAIRS
61010400|VPBA-VP-SOUTHERN SCHOL FUND|VP-BUSINESS AFFAIRS
61010500|VPBA-VP-EAST CAMPUS BLDG LEASE|VP-BUSINESS AFFAIRS
61010600|VPBA-ST AUGUSTINE PROPERTY MGM|VP-BUSINESS AFFAIRS
61010700|VPBA-VP-INNOVATION SQUARE|VP-BUSINESS AFFAIRS
61020000|VPBA-OFFICE OF SUSTAINABILITY|VP-BUSINESS AFFAIRS
61210000|VPBA-SOFT DRINK|VP-BUSINESS AFFAIRS
61212000|VPBA-SOFT DRINK GENERAL|VP-BUSINESS AFFAIRS
61220000|VPBA-KIOSKS|VP-BUSINESS AFFAIRS
61222000|VPBA-KIOSKS-GENERAL|VP-BUSINESS AFFAIRS
61230000|VPBA-DEBIT CARD|VP-BUSINESS AFFAIRS
61232000|VPBA-DEBIT CARD-GENERAL|VP-BUSINESS AFFAIRS
61240000|VPBA-BRIDGES FUNDING|VP-BUSINESS AFFAIRS
61242000|VPBA-BRIDGES FUNDING-GENERAL|VP-BUSINESS AFFAIRS
62000000|HUMAN RESOURCES|VP-HUMAN RESOURCES
62010000|HR-HR ADMINISTRATION|VP-HUMAN RESOURCES
62010100|HR-VICE PRESIDENTS OFFICE|VP-HUMAN RESOURCES
62010101|HR-EEO COMPLIANCE|VP-HUMAN RESOURCES
62010200|HR-BENEFITS|VP-HUMAN RESOURCES
62010300|HR-EMPLOYMENT|VP-HUMAN RESOURCES
62010301|HR-ACADEMIC PERSONNEL|VP-HUMAN RESOURCES
62010302|HR-UF PREEMINENCE|VP-HUMAN RESOURCES
62010400|HR-CENTRAL LEAVE|VP-HUMAN RESOURCES
62010500|HR-RETIREMENT|VP-HUMAN RESOURCES
62010600|HR-EMPLOYEE RELATIONS|VP-HUMAN RESOURCES
62010700|HR-TRAINING-DEVELOPMENT|VP-HUMAN RESOURCES
62010800|HR-WORKERS COMPENSATION|VP-HUMAN RESOURCES
62010900|HR-CLASSIFICATION|VP-HUMAN RESOURCES
62020000|HR-BENEFITS FAIR|VP-HUMAN RESOURCES
62030000|HR-TRAINING PROGRAMS|VP-HUMAN RESOURCES
62040000|HR-AWARDS|VP-HUMAN RESOURCES
62040100|HR-AWARDS|VP-HUMAN RESOURCES
62040200|HR-AWARDS-GABOR|VP-HUMAN RESOURCES
62050000|HR-HEALTHY GATOR COALITION|VP-HUMAN RESOURCES
62050100|HR-HEALTHY GATORS|VP-HUMAN RESOURCES
62060000|HR-BABY GATOR|VP-HUMAN RESOURCES
62060100|HR-BABY GATOR CHILD DEV CENTER|VP-HUMAN RESOURCES
62060200|HR-BABY GATOR HSC|VP-HUMAN RESOURCES
62060300|HR-BABY GATOR PK YONGE|VP-HUMAN RESOURCES
62060400|HR-BABY GATOR DIAMOND VILLAGE|VP-HUMAN RESOURCES
62060500|HR-BABY GATOR SUMMER CAMP|VP-HUMAN RESOURCES
63000000|PHYSICAL PLANT DEPARTMENT|VP-BUSINESS AFFAIRS
63100000|PPD-DIRECTORS OFC|VP-BUSINESS AFFAIRS
63100100|PPD-DIRECTORS OFC-ADMIN|VP-BUSINESS AFFAIRS
63100200|PPD-DIRECTORS OFC-HUMAN RES|VP-BUSINESS AFFAIRS
63100300|PPD-DIRECTORS OFC-QUALITY|VP-BUSINESS AFFAIRS
63100400|PPD-DIRECTORS OFC-RISK MAN|VP-BUSINESS AFFAIRS
63200000|PPD-ARCHITECTURE / EGINEERING|VP-BUSINESS AFFAIRS
63200100|PPD-A/E-ADMIN|VP-BUSINESS AFFAIRS
63200200|PPD-A/E-PROJECT MANAGEMENT|VP-BUSINESS AFFAIRS
63200300|PPD-A/E-PLANNING / DOC MNGT|VP-BUSINESS AFFAIRS
63200400|PPD-A/E-MAIN / REPAIR-COGEN|VP-BUSINESS AFFAIRS
63200500|PPD-A/E-ENERGY PROGRAMS|VP-BUSINESS AFFAIRS
63300000|PPD-RESOURCE MANAGEMENT|VP-BUSINESS AFFAIRS
63300100|PPD-RES MAN-ADMIN|VP-BUSINESS AFFAIRS
63300200|PPD-RES MAN-CENTRAL STORES|VP-BUSINESS AFFAIRS
63300300|PPD-RES MAN-WORK MANAGEMENT|VP-BUSINESS AFFAIRS
63300400|PPD-RES MAN-ITS|VP-BUSINESS AFFAIRS
63300410|PPD-RES MAN-ITS OA|VP-BUSINESS AFFAIRS
63300500|PPD-RES MAN-BUSINESS OFC|VP-BUSINESS AFFAIRS
63300600|PPD-RES MAN-BUDGET|VP-BUSINESS AFFAIRS
63300700|PPD-RES MAN-UTILITY ADMIN|VP-BUSINESS AFFAIRS
63300800|PPD-RES MAN-EG UTILITIES|VP-BUSINESS AFFAIRS
63300900|PPD-RES MAN-HC UTILITIES|VP-BUSINESS AFFAIRS
63301000|PPD-RES MAN-GRANTS/PROGRAMS|VP-BUSINESS AFFAIRS
