dept_id|deptName
28090300|VM-FACULTY DEV
28091400|VM-SHELTER CLERKSHIP
28091500|VM-AQUATIC MED
28091600|VM-DERMATOLOGY
28091700|VM-ONCOLOGY
28091800|VM-OPHTHALMOLOGY
28091900|VM-RADIOLOGY
28092000|VM-SA MEDICINE
28092100|VM-SA SURGERY
28092200|VM-ZOOLOGICAL MED
28092300|VM-ALTERNATIVE MEDICINE
28092400|VM-SHELTER MEDICINE
28092500|VM-SPORTS MEDICINE
28092600|VM-NEUROLOGY
28092700|VM-CARDIOLOGY
28092800|VM-EMERGENCY MEDICINE
28096000|VM-SACS OTHER
28100000|VM-INFECT DISEASES & PATHOLOGY
28100100|VM-ADMINISTRATION
28100101|VM-GENERAL OFFICE
28100102|VM-ADMINISTRATION-OTHER
28100200|VM-TEACHING
28100300|VM-FACULTY DEVELOPMENT
28100400|VM-MYCOPLASMO/MUSCOL IMMUNITY
28100500|VM-MOLEC PARASITOLOGY/VCTR BRN
28100600|VM-PATHOLOGY
28100700|VM-WILDLIFE DISEA/PARASITOLOGY
28100800|VM-VIROLOGY / IMMUNOLOGY
28100900|VM-GEN C/E PATH/PATHOBIOLOGY
28101000|VM-COMPARATIVE / EXP PATHOLOGY
28300000|VM-VMTH
28304000|VM-CLINIC & HOSPITAL MARKETING
28305000|VM-PHARMACY
28305100|VM-MEDICAL RECORDS
28305200|VM-CENTRAL SUPPLY ADMIN
28305300|VM-CENTRAL SUPPLY STORES
28309000|VM-ADMINISTRATION
28309009|VM-ADMINISTRATION-FISCAL OFFC
28309100|VM-BUSINESS OFFICE
28309200|VM-INFORMATION SYSTEMS
28309300|VM-RENOVATION
28309500|VM-RESIDENT SUPPORT
28309600|VM-NATURAL DISASTER
28310000|VM-VMTHSA
28311000|VM-HOSPITAL
28311001|VM-ICU AND PCW SERVICES
28311100|VM-SURGERY
28311105|VM-OPERATING ROOM SERVICES
28311200|VM-ZOO MEDICINE
28311300|VM-PRIMARY CARE AND DENTISTRY
28311303|VM-OUTPATIENT MED-DENTISTRY
28311400|VM-MEDICINE
28311402|VM-MEDICINE-CARDIOLOGY
28311403|VM-EMERGENCY MED/CRITICAL CARE
28311404|VM-MEDICINE-ONCOLOGY
28311405|VM-MEDICINE-SCREENINGS
28311500|VM-RECOVERY
28312300|VM-REPRODUCTION
28313000|VM-BLOOD BANK
28313080|VM-BLOOD BANK
28313100|VM-CARDIOLOGY
28313200|VM-DERMATOLOGY
28313300|VM-NEUROLOGY
28313400|VM-OPHTHALMOLOGY
28313500|VM-RADIOLOGY
28313505|VM-INTERVENTIONAL RADIO & CATH
28313600|VM-MRI
28313700|VM-RADIOLOGY-BEHAVIOR
28315100|VM-MEDICAL RECORDS
28318000|VM - SA ANESTHESIOLOGY
28319000|VM-SAH CUSTOMER SERVICE
28319100|VM-BUSINESS OFFICE
28319200|VM-OCALA CLINIC
28319300|VM-RENOVATION
28319500|VM-RESIDENT SUPPORT
28320000|VM-VMTHLA
28321000|VM-HOSPITAL
28321100|VM-SURGERY
28321103|VM-SURGERY-DENTISTRY
28321105|VM-SURGERY-LAMENESS
28321200|VM-LACS MEDICAL TRUCK
28321400|VM-MEDICINE
28321500|VM-FARRIER
28322000|VM-LA COMPANION
28322300|VM-REPRODUCTION
28322400|VM-FOOD ANIMAL SERVICE
28322600|VM-AQUATIC ANIMAL HEALTH
28323000|VM-ANESTHESIOLOGY / PAIN MGT.
28323001|VM-INTEGRATIVE MEDICINE
28323100|VM-CARDIOLOGY
28323200|VM-DERMATOLOGY
28323400|VM-OPHTHALMOLOGY
28323500|VM-RADIOLOGY
28323700|VM-BEHAVIOR
28323800|VM-INFECTION CONTROL
28325100|VM-MEDICAL RECORDS
28329000|VM-LAH CUSTOMER SERVICE
28329100|VM-BUSINESS OFFICE
28329300|VM-RENOVATION
28329500|VM-RESIDENT SUPPORT
28330000|VM-VMTHLABS
28330100|VM-CENTRAL LAB ADMINISTRATION
28330101|VM-LABS C REC ADMIN-GEN OFFICE
28330102|VM-LABS C REC ADMIN-OTHER
28334000|VM-ANATOMIC PATHOLOGY
28334050|VM-NECROPSY/DISPOSAL
28334100|VM-CLINICAL/MICRO/PARASITOLOGY
28334300|VM-CLINICAL PATHOLOGY
28334400|VM-ENDOCRINE LAB
28339300|VM-RENOVATION
28339500|VM-RESIDENT SUPPORT
28340000|VM-OCALA CLINIC
29000000|COLLEGE-MEDICINE
29010000|MD-COM DEAN'S OFFICE
29010100|MD-OFFICE OF THE DEAN
29010101|MD-OFFICE OF DEAN-GENERAL
29010102|MD-OFF-DEAN-ELECT MICRO CORE
29010103|MD-OFFICE-DEAN-TISHER
29010200|MD-PROTON BEAM
29010300|MD-LEGAL SERVICES
29010400|MD-ADMINISTRATIVE AFFAIRS
29010401|MD-ADMINISTRATIVE AFF OPS
29010402|MD-ADMINISTRATIVE AFFRS FRINGE
29010500|MD-FINANCIAL SERVICES
29010501|MD-FINANCIAL SERVICES-DIVISION
29010502|MD-FINANCIAL SERVICES-COPY CTR
29010600|MD-RESEARCH ADMIN & COMPLIANCE
29010700|MD-EDUCATIONAL AFFAIRS
29010701|MD-ED AFFAIRS-OPERATIONS
29010702|MD-ED AFFR-PROGRAM EVALUATION
29010703|MD-ED AFFR-FINANCIAL AID
29010704|MD-ED AFF-GENERALIST EDUCATION
29010705|MD-ED AFFR-STUDENT AFFAIRS
29010706|MD-ED AFFR-MEDICAL SELECTION
29010707|MD-ED  AFFR-HOUSESTAFF
29010708|MD-ED AFF-CURRICULAM COMM
29010713|MD-STAYING WELL IN MEDICINE
29010714|MD-INTERNATIONAL PROGRAMS
29010715|MD-THE FREE CENTER
29010800|MD-COMEC
29010801|MD-GRADUATE STUDENT PROGRAMS
29010802|MD-MEDICAL STUDENT RESEARCH
29010803|MD-MD PHD
29010804|MD-STUDENT COUNSELING
29010805|MD-MEDICAL EDUCATION
29010806|MD-ANACLERIO LEARNING CENTER
29010807|MD-CLERKSHIPS
29010808|MD-INFORMATICS
29010809|MD-ED AFFR-FACULTY DEVELOPMENT
29010810|MD-SOCIETY - TEACHING SCHOLARS
29010811|MD-SIMULATION CENTER
29010812|MD-ED AFFR-MASTER EDUCATORS
29010814|MD-COMMUNITY OUTREACH
29010900|MD-CME
29011000|MD-OFFCE DIVRSTY & HLTH EQ
29011001|MD-OFFCE DIVRSTY & HLTH EQ DIV
29011002|MD-HEALTH CARE SUMMER INST
29011100|MD-VP BUDGET
29011200|MD-CLINICAL AFFRS-SR ASSC DEAN
29011300|MD-DEAN'S OFFICE COMMITMENTS
29011400|MD-WOMEN'S HEALTH RESEARCH CTR
29011500|MD-ALUMNI AFFAIRS
29011600|MD-STUDENT GOVERNMENT
29011601|MD-EQUAL ACCESS CLINIC
29011602|MD-HEALTH CARE ISSUES
29011603|MD-MEDICAL COLLEGE COUNSEL
29011604|MD-DR HELP
29011605|MD-PROJECT HELP
29011700|MD-RESEARCH AFFAIRS
29011800|MD-PHYSICIAN BILL COMPLIANCE
29011900|MD-DEANS OFFICE OTHER
29012000|MD-VETERANS ADMIN AGREEMENT
29012100|MD-ASSOC DEAN CLIN RSRCH&TRNG
29012200|MD-RES/CLIN TRIALS COMPLIANCE
29012300|MD-DEAN EXTERNAL RELATIONS
29012400|MD-DO PHYSICIANS ASSISTANT PRG
29012500|MD-FACULTY AFFAIRS & PROF DEV
29012600|MD-HOUSESTAFF
29012700|MD-WILMOT GARDENS
29020000|MD-NEUROSCIENCE
29020100|MD-NEUROSCIENCE-GENERAL
29020200|MD-NUSCI-PHASE A MED TEACHING
29030000|MD-BIOCHEM / MOLECULAR BIOL
29030100|MD-BIOCHEMISTRY-DEPT
29030101|MD-BIOCHEMISTRY-GENERAL
29030102|MD-BIOCHEM-PHASE A MED TEACH
29030200|MD-MAMMALIAN GENETICS
29030300|MD-CENTER-STRUCTUAL BIOLOGY
29040000|MD-ANESTHESIOLOGY
29040100|MD-ANESTHESIOLOGY-GENERAL
29040200|MD-ANEST CRITICAL CARE MED
29040300|MD-ANEST-CHRONIC PAIN MED
29050000|MD-MEDICINE
29050100|MD-MEDICINE-ADMINISTRATION
29050101|MD-MEDICINE CHAIRMAN
29050102|MD-MED CENTRAL-HOUSESTAFF
29050103|MD-MED CENTRAL-ADMINISTRATION
29050104|MD-MED CENTRAL-EXEC HLTH CTR
29050105|MD-MED CENTRAL-OTHER
29050300|MD-RHEUMATOLOGY
29050400|MD-CARDIOLOGY
29050401|MD-CARDIOLOGY-WOMENS HEALTH
29050403|MD-CARDIOLOGY-SHEPS LAB
29050404|MD-CARDIOLOGY- EP RESEARCH LAB
29050405|MD-CARDIOLOGY-RESEARCH
29050406|MD-CARDIOLOGY-WEST
29050407|MD-CARDIOLOGY-TRANSPLANT
29050408|MD-CARDIOLOGY-OTHER
29050500|MD-DERMATOLOGY
29050600|MD-HEMATOLOGY/ONCOLOGY
29050601|MD-HEMATOLOGY/ONCOLOGY-HEMATO
29050602|MD-HEMATOLOGY/ONCOLOGY-ONCOL
29050603|MD-HEMATOLOGY/ONCOLOGY-BMTU
29050604|MD-HEMATOLOGY/ONCOLOGY-OTHER
29050700|MD-ENDOCRINOLOGY
29050800|MD-INFECTIOUS DISEASES
29050900|MD-PULMONARY MEDICINE
29050901|MD-PULMONARY-TRANSPLANT
29050902|MD-PULMONARY-SLEEP
29050903|MD-PULMONARY-OTHER
29051000|MD-INTERNAL MEDICINE
29051001|MD-INTERNAL MEDICINE-HOSPLIST
29051002|MD-INTERNAL MEDICINE-OTHER
29051003|MD-INTEGRATIVE MEDICINE
29051004|MD-INTERNAL MEDICINE-ALLERGY
29051100|MD-PHYSICIAN ASSISTANT PROG
29051200|MD-COMPUTER SCIENCE
29051300|MD-NEPHROLOGY
29051301|MD-NEPHROLOGY-GENERAL
29051302|MD-NEPHROLOGY-CADE
29051303|MD-NEPHROLOGY-TRANSPLANT
29051304|MD-NEPHROLOGY-DIALYSIS
29051305|MD-NEPHROLOGY-HYPERTENSION CTR
29051306|MD-NEPHROLOGY-OTHER
29051307|MD-ELECTRON MICROSCOPY AUX
29051400|MD-GASTROENTEROLOGY
29051401|MD-GASTROENTEROLOGY-TRANSPLANT
29051402|MD-GASTROENTERLOGY-LIVER
29051403|MD-GASTOENTEROLOGY-OTHER
29051500|MD-GERIATRICS
29051600|MD-GERIATRIC EDUCATION CENTER
29051700|MD-MEDICINE GLOBAL HEALTH
29051800|MD-PALLIATIVE CARE DIVISION
29051900|MD-HOSPITAL MEDICINE DIVISION
29052000|MD-INTRDSP & TRANS RSCH
29052001|MD-INST FOR THERAPEUTIC INNOV
29052100|MD-CTR FOR MUCOSAL IMMUNOLOGY
29052200|MD-CARE ONE CLINIC
29060000|MD-MOLECULAR GENTCS / MICROBIO
29060100|MD-MOLECULAR GENETICS-GEN
29060200|MD-GENE THERAPY CENTER
29060300|MD-EMERGING PATHOGENS INITIATV
29060400|MD-MGM HTGEAS
29070000|MD-OBSTETRICS / GYNECOLOGY
29070100|MD-OBSTETRICS / GYNECOLOGY-GEN
29070101|MD-OBGYN-ADMIN
29070102|MD-OBGYN-EDUCATION
29070103|MD-OBGYN-ENDOCRINOLOGY
29070104|MD-OBGYN-GYNECOLOGY
29070105|MD-OBGYN-OBSTETRICS
29070106|MD-OBGYN-ONCOLOGY
29070107|MD-OBGYN-RESEARCH
29070200|MD-OBGYN-PENSACOLA
29070300|MD-OBGYN-AGH
29070400|MD-OBGYN-MIC
29070500|MD-OBGYN-WOUND RESEARCH CTR
29070501|MD-ANALYSES-BACTERIAL BIOFILMS
29070600|MD-OBGYN-FIRST AVENUE SERVICES
29070601|MD-OBGYN - HEALTHLY FAMILIES
29070602|MD-OBGYN - PSYCHO-SOCIAL
29070603|MD-OBGYN - WIC
29080000|MD-PATHOLOGY
29080100|MD-PATHOLOGY-GENERAL
29080200|MD-PATHOLOGY-HISTOCORE
29080300|MD-PATHOLOGY-MOUSE COLONY
29080400|MD-PATHOLOGY-FORENSIC
29080500|MD-PATHOLOGY-MEDICAL EXAMINER
29080600|MD-CTR-IMMUNOLOGY/TRANSPLANT
29080700|MD-CTR-LIATHIASIS/PATH CALC
29080800|MD-MAPLES CTR - FORENSIC MED
29080900|MD-PATHOLOGY-LABDOC
29081000|MD-PATHOLOGY - DIABETES
29081100|MD-PATH - UF PATH LABS
29081200|MD-PATH-TISSUE BANK CANCER CTR
29081300|MD-PATH - ANATOMIC PATHOLOGY
29081400|MD-PATH - CLINICAL PATHOLOGY
29081500|MD-PATH - PATHOLOGY ADMIN
29081600|MD-PATHOLOGY- BIOREPOSITORY
29081700|MD-PATH - ANALYTICAL MS LAB
29081800|MD-PATH UF RACING LAB
29081900|MD-PATH CELLULAR REPROGRAMMING
29090000|MD-PEDIATRICS
29090100|MD-PEDS-ADMINISTRATION
29090200|MD-PEDS-CARDIOLOGY
29090300|MD-PEDS-CHILD ABUSE PREVENTION
29090400|MD-PEDS-CRITICAL CARE DIVISION
29090500|MD-PEDS-CHILD PROTECTION TEAM
29090600|MD-PEDS-CYTOGENETICS
29090700|MD-PEDS-DEI
29090800|MD-PEDS-DIABETES
29090801|MD-PEDS-DIABETES-GENERAL
29090802|MD-PEDS-DIABETES-RES ED / TRT
29090900|MD-PEDS-ENDOCRINOLOGY
29091000|MD-PEDS-GASTROENTEROLOGY
29091100|MD-PEDS-GENETICS
29091200|MD-PEDS-GENERAL
29091201|MD-PEDS-GENERAL-OTHER
29091202|MD-PEDS-MULTDIS DIAG TRMT PROG
29091300|MD-PEDS-HEMATOLOGY
29091400|MD-PEDS-IMMUNOLOGY
29091401|MD-PEDS-IMMUNOLOGY-GENERAL
29091402|MD-PEDS-IMMUNOLOGY DIFFICENCY
29091500|MD-PEDS-MEDICAL EDUCATION
29091600|MD-PEDS-NEPHROLOGY
29091700|MD-PEDS-NEONATOLOGY
29091800|MD-PEDS-NEUROLOGY
29091801|MD-PEDS-NEUROLOGY-GENERAL
29091802|MD-PEDS EPILESPY CTR -EXCELL
29091900|MD-PEDS-PDS
29092000|MD-PEDS-PULMONARY
29092100|MD-CHILD HEALTH RES INSTITUTE
29092200|MD-PEDS-ICS
29092300|MD-PEDS-CELL / MOLEC THERP DIV
29092400|MD-PEDS-PENSACOLA
29092500|MD-COGNITAL HRT CTR EXCELLENCE
29092600|MD-PEDIATRICS - SHANDS AGH
29092700|MD-PEDS-HOSPITALIST PROGRAM
29092800|MD-POWELL GENE THERAPY CENTER
29092900|MD-PEDS AT ORLANDO HEALTH
29100000|MD-PHARMACOLOGY / THERAPEUTICS
29100100|MD-PHARMACOLOGY-GENERAL
29100200|MD-NEUROBIOLOGY-AGING CTR
29100300|MD-SPIRITUALITY / HEALTH CTR
29100400|MD-PHARM PHASE A TEACHING
29100500|MD-PHARM MYOLOGY INSTITUTE
29110000|MD-PHYSIOLOGY FUNCTIONAL GENOM
29110100|MD-PHYSIOLOGY-GENERAL
29110200|MD-PHYSIO-PHASE A MED TEACHING
29110300|MD-HYPERTENSION CENTER
29110400|MD-HYPERTENSION CORE AUXILIARY
29120000|MD-PSYCHIATRY
29120100|MD-PSYCHIATRY-GENERAL
29120200|MD-ONLINE MEL COURSES-ADDICIT
29120300|MD-PSYCHIATRY ADDICTIONS
29120400|MD-PSYCHIATRY ADMINISTRATION
29120500|MD-PSYCHIATRY ADULT
29120600|MD-PSYCHIATRY CHILD
29120700|MD-PSYCHIATRY FORENSIC
29120800|MD-PSYCHIATRY ANIMAL SCIENCE
29120900|MD-PSYCHIATRY MED PSYCHOLOGY
29121000|MD - COMMUNITY PSYCHIATRY
29130000|MD-RADIOLOGY
29130100|MD-RADIOLOGY-ADMINISTRATION
29130200|MD-RADIOLOGY-ANGIO-INTERVENT
29130300|MD-RADIOLOGY-CHEST
29130400|MD-RADIOLOGY-NEURORADIOLOGY
29130500|MD-RADIOLOGY-NUCLEAR MEDICINE
29130600|MD-RADIOLOGY-ORTHOPAEDIC
29130700|MD-RADIOLOGY-PEDIATRIC
29130800|MD-RADIOLOGY-PHYSICS
29130900|MD-RADIOLOGY-RESEARCH
29131000|MD-RADIOLOGY-VAMC
29131100|MD-RADIOLOGY-AGH
29131200|MD-RADIOLOGY-STARKE
29131300|MD-RADIOLOGY-LAKE SHORE
29131400|MD-RADIOLGY-BODY IMAGING
29131500|MD-RADIOLOGY-LIVE OAK
29131600|MD-RADIOLOGY-OCALA
29140000|MD-SURGERY
29140100|MD-SURGERY-GEN ADMIN
29140101|MD-SURGERY-ADMINISTRATION
29140102|MD-SURGERY-CHAIRMAN
29140103|MD-SURGERY-COMPUTER SERVICES
29140200|MD-CHAIR DEVELOPMENT
29140300|MD-SURGERY RESEARCH
29140400|MD-SURGERY-EDUCATION PROGRAM
29140401|MD-SURGERY-RESIDENCY PROGRAM
29140402|MD-SURGERY-STUDENT MED ED
29140403|MD-SURGERY-CME PROGRAM
29140500|MD-SURGERY-MARTIN MEMORIAL HOS
29141000|MD-SURGERY-GEN-BURN/TRAUMA
29141001|MD-SURGERY-BURN/WOUND CLINIC
29141002|MD-TRAUMA/CRITICAL CARE
29141003|MD-SURGERY-TRAUMA
29141004|MD-SURGERY-CRITICAL CARE
29141100|MD-GENERAL SURGERY - ADMIN
29141200|MD-SURGERY-GENERAL-ONCOLOGY
29141300|MD-SURGERY-GEN-TRANSPLANT
29141400|MD-SURGERY-GEN-SURG-WOODWARD
29141500|MD-SURGERY-PEDIATRIC
29141600|MD-SURGERY-PLASTIC
29141700|MD-SURGERY-TCV
29141800|MD-SURGERY-UROLOGY
29141900|MD-SURGERY-VASCULAR
29142000|MD-SURGERY-COMMUNITY SERVICE
29142100|MD-SURGERY TCV CHIEF DEV
29142200|MD-SURGERY AGH SERVICES
29142300|MD-SURGERY-HALIFAX TCV DAYTONA
29142400|MD-SURGERY-HALIFAX VAS DAYTONA
29142500|MD-SURGERY-SAC HEART TRAN PENS
29142600|MD-SURGERY-SAC HEART VAS PENS
29150000|MD-OPHTHALMOLOGY
29150100|MD-OPHTHALMOLOGY-GENERAL
29150200|MD-CENTER-VISION RESEARCH
29150300|MD-HUMAN PROSTHESES
29160000|MD-COMMUNITY HLTH / FAMILY MED
29160100|MD-CHFM-ADMINISTRATION
29160101|MD-CHFM-GEN ADMINISTRATION
29160102|MD-CHFM-MEDICAL EDUCATION
29160200|MD-RESIDENCY PROGRAM
29160201|MD-RESIDENCY-BEHAVIORAL MED
29160202|MD-RESIDENCY-CLIN TRLS / PHARM
29160203|MD-RESIDENCY-EQUAL ACCESS CLIN
29160204|MD-FAMILY MED CENTER AT MAIN
29160205|MD- FAMILY MED AT MAIN
29160206|MD-RESIDENCY PROGRAM-ADMIN
29160300|MD-BIOETHICS  LAW / MEDICINE
29160400|MD- FAMILY MED COMM CLINICS
29160401|MD-EASTSIDE COMMUNITY PRACTICE
29160402|MD- FAM MED AT HAILE PLANTATIO
29160403|MD- FAM MED AT HAMPTON OAKS
29160404|MD-CHFM-REHAB HOSPITAL / VISTA
29160405|MD-COMMUNITY SERVICE-INPATIENT
29160406|MD-FAMILY MEDICINE-JONESVILLE
29160407|MD-CHFM ADULT AFTER HOURS
29160408|MD-CHFM WOUND CARE
29160600|MD-RURAL MEDICINE
29160601|MD-AGROMED / OCCUPATIONAL HLTH
29160602|MD_CHFM RURAL HEALTH_OLD TOWN
29160603|MD-CHFM-RURAL HLTH OTHER
29160604|MD-CHFM WEST LAKE CITY
29160605|MD-CHFM SOUTHWEST LAKE CITY
29160700|MD-CHFM-STUDENT HEALTH CARE
29160800|MD-TACACHALE DCF
29160900|MD-SHANDS HOSPITALIST CENTER
29170000|MD-ORTHOPAEDICS / REHAB
29170100|MD-ORTHOPAEDICS-GENERAL
29170200|MD-MUSCULOSKELETAL TRNG CTR
29170300|MD-ORTHOPAEDICS INSTITUTE RENT
29170400|MD-ORTHOPAEDICS ORTHOCARE
29170500|MD-ORTHO SCIENTIA SOLUTIONS GR
29170600|MD-ORTHO ATHLETIC TRAING PROG
29180000|MD-NEUROLOGY
29180100|MD-NEUROLOGY-ADMIN/EDUC
29180200|MD-NEUROLOGY-EPILEPSY
29180300|MD-NEUROLOGY-MOVEMENT DISORDER
29180400|MD-CTR-NEUROPSYCHOLOGICAL STD
29180500|MD-BEHAVIORAL NEUROLOGY
29180600|MD-NEUROLOGY-GENERAL SERVICES
29180700|MD - VASCULAR NEUROLOGY
29180800|MD-NEUROMUSCULAR NEUROLOGY
29180900|MD-NEUROLOGY-BASIC SCIENCE
29190000|MD-NEUROLOGICAL SURGERY
29190100|MD-NEUROLOGICAL SURGERY-GEN
29190200|MD-NSG BIOSTAT CONSULTING
29190300|MD-NEUROSURG AT ORLANDO HEALTH
29200000|MD-RADIATION ONCOLOGY
29200100|MD-RADIATION ONCOLOGY-SHANDS
29200200|MD-RADIATION ONCOLOGY AT AGH
29200300|MD-RADIATION ONC-N FL REG
29200400|MD-RADIATION ONCOLOGY AT UMC
29200500|MD-PROTON BEAM
29200600|MD-RADIATION ONCOLOGY-PHYSICS
29200700|MD-RAD ONCOLOGY RADIOBIOLOGY
29210000|MD-OTOLARYNGOLOGY
29210100|MD-OTOLARYNGOLOGY-GENERAL
29230000|MD-UNIV-FLORIDA-PHYSICIANS
29230100|MD-UFP-GENERAL
29230200|MD-UFP OPERATIONS
29230300|MD-UFP-BAR PATIENT RELATIONS
29230400|MD-RADIATION THERAPY
29230500|MD-EYE CTR AT SHANDS-UF
29230600|MD-ORTHOPEADICS-HAMPTON OAKS
29230700|MD-EYE COMMUNITY CLINIC
29230800|MD-UFP-BAR CODING CHARGE ENTRY
29230900|MD-UFP-MEDICAL SPEC-SHANDS
29231000|MD-UFP-ENDROCRINOLOGY-SMP
29240000|MD-HEALTH OUTCOMES AND POLICY
29240100|MD-HOP-DEPARTMENT
29240101|MD-HOP-GENERAL
29240102|MD-EPIDEMIOLOGY-GENERAL
29240103|MD-EPIDEMIOLOGY-HP RESEARCH
29240104|MD-EHPR-CTRIP INFORMATICS PROG
29240105|MD-HOP BIOMED INFORMATICS
29240106|MD-HOP-ONEFLORIDA
29240500|MD-EPIDEMIOLOGY/BIOSTATISTICS
29240501|MD-EPIDEMIOLOGY/BIOSTAT-GEN
29240502|MD-EPIDEMIOLOGY/BIOSTAT-CENTER
29260000|MD-ANATOMY
29260100|MD-ANATOMY-GENERAL
29260200|MD-ANAT-PHASE A MED TEACHING
29280000|MD-BRAIN INSTITUTE
29280100|MD-ADMINISTRATION
29280200|MD-SERVICE CENTER
29280201|MD-MBI UF CITS SERVICE CENTER
29280202|MD-MBI UF AMRIS SERVICE CENTER
29280203|MD-MBI UF OM SERVICE CENTER
29280300|MD-MAGNETIC LAB
29280400|MD-CORE FACILITIES
29280500|MD-BRAIN RESEARCH PROGRAM
29280600|MD-NEUROTRAMA RESEARCH PROG
29280700|MD-MCKNIGHT RESEARCH PROG
29280800|MD-ALZHEIMERS RESEARCH PROG
29280900|MD-CENTER-STRUCTUAL BIOLOGY
29290000|MD-EMERGENCY MEDICINE
29290100|MD-EMERGENCY MED-CLINICAL
29290200|MD-EMERGENCY MEDICINE-ACAD
29290300|MD-EMERGENCY MED - SHANDS AGH
29290500|MD-EMERGENCY MEDICINE-PEDS
29290600|MD-EMERGENCY MEDICINE-FED
29300000|MD-CANCER CENTER
29300100|MD-CANCER CTR GENRL OPERATIONS
29300200|MD-BASIC RESEARCH
29300300|MD-CANCER CONTROL
29300400|MD-CLINICAL AFFAIRS
29300401|MD-CLINICAL AFFRS-GAINESVILLE
29300402|MD-CLINICAL AFFRS-JACKSONVILLE
29300500|MD-CANCER CTR CLINICAL TRIALS
29300600|MD-STEM CELL
29300700|MD-SHARED RESOURCES
29300800|MD-CANCER SURVIVOR PROGRAM
29300900|MD-UFHCC JOINT ONCOLOGY PROG
29301000|MD-UFHCC NCI DESIGNATION
29310000|MD-AGING / GERIATRIC RESEARCH
29310100|MD-INSTITUTE FOR AGING-GEN
29310200|MD-AGING/ GERIATRIC RES-OTHER
29310201|MD-AGING-CLINICAL RESEARCH
29310202|MD-BIOLOGY OF AGING
29310203|MD-GERIATRIC MEDICINE
29310204|MD-AGING-CAREER DEVEL/ED
29310205|MD-AGING METABOLISM/BIOMARKERS
29310300|MD-AGING AT LAKE NONA
29320000|MD-GENETICS INSTITUTE
29320100|MD-GENETICS INSTITUTE-GEN
29330000|MD-STATISTICS
29330100|MD-STATISTICS-GENERAL
29330200|MD-CHILDHOOD CANCER RES CTR
29330300|MD-BIOSTATS / EPIDEMIOLOGY
29340000|MD-UROLOGY
29340100|MD-UROLOGY-ADMIN
29340200|MD-URO-PROSTATE DISEASE CENTER
29340300|MD-UROLOGY-PEDIATRIC UROLOGY
29350000|MD-DERMATOLOGY
29350100|MD-DERMATOLOGY ADMIN
29350200|MD-DERM DERMAPATHOLOGY
29350300|MD-DERMATOLOGY OTHER
29350400|MD-DERMATOLOGY JACKSONVILLE
29660000|MD-CLINICAL TRIALS
29660100|MD-CLINICAL TRIALS-GENERAL
29670000|MD-CLINICAL RESEARCH CENTER
29670100|MD-CLINICAL RES CNTR-GEN
29680000|MD-CTSI
29680100|MD-CLIN & TRANS SCI INST
29680110|MD-CTSI-OPERATIONS HRFISCAL
29680111|MD-CTSI-STRATEGY & COMMS
29680112|MD-CTSI-EVALUATION
29680150|MD-CTSI-INFO MGMT
29680170|MD-CTSI-LEADERSHIP
29680171|MD-CTSI-GOVERNANCE
29680172|MD-CTSI-SAC
29680180|MD-CTSI-ONE FLORIDA
29680200|MD-CTSI-SERVICE CENTER
29680201|MD-CTSI HUMAN IMAGING
29680202|MD-CTSI-PILOTS
29680210|MD-CTSI-SRVC CNTR-BMS
29680220|MD-CTSI-SRVC CNTR-RKRS
29680230|MD-CTSI-SVC CTR-BERD
29680240|MD-CTSI-SRVC CNTR-CTS-IT
29680241|MD-CTSI SVC CTR - IDR
29680242|MD-CTSI SVC CTR  BIOREPOSITORY
29680243|MD-CTSI-CELL REPROGRAMMING
29680300|MD-CTSI-CLINICAL RESEARCH CNTR
29680400|MD-CTSI-SECIM
29680500|MD-CTSI TRANSFORMATIONAL PRGMS
29680501|MD-CTSI-TRANSL WORKFORCE DEVT
29680502|MD-CTSI TRANSFORM - JAX RSCH
29680503|MD-CTSI TRANSFORM- BIOBEHAVIOR
29680504|MD-CTSI TRANSFORM -HLTH IMPACT
29680505|MD-CTSI TRNSFRM - IMPL SCIENCE
29680506|MD-CTSI TRNSFRM - PERSONAL MED
29680507|MD-CTSI TRNSFRM SIMULATION CTR
29680508|MD-CTSI TRNSFRM -COMM ENGAGE
29680509|MD-CTSI BIOMED INFORMATICS
29680510|MD-CTSI COMMUNICATION RESEARCH
29680511|MD-CTSI-MULTI-SITE SUPPORT
29680512|MD-CTSI-RECRUITMENT CENTER
29680513|MD-CTSI-NETWORK SCIENCE
29680514|MD-CTSI SECIM ADMIN SUPPORT
29680515|MD-CTSI SECIM CORE 1 SUPPORT
29680516|MD-CTSI CLINICAL METABOLOMICS
29680517|MD-CTSI-JAX OFFCE RESRCH AFFRS
29680600|MD-CTSI-TL1 TRAINING PRGM
29680601|MD-CTSI-KL2 SCHOLARSHIP PRGM
29680602|MD-CTSI TRNG PROF DEV - ARE
29680603|MD-CTSI PROGRAM SUPPORT
29680620|MD-CTSI SECIM IROA CORE
29680700|MD-CTSI-PILOT PROGRAMS
29680701|MD-CTSI-CLINICAL PILOT RSCH
29680702|MD-CTSI-TRADITIONAL PILOT RSCH
29680703|MD-CTSI-SPECIALTY PILOT RSCH
29680704|MD-CTSI-RSCH FACILITATION PRGM
29680705|MD-CTSI-CRC LEGACY PROGRAM
29690000|MD - UF AHEC PROGRAM OFFICE
29700000|MD-UFCTRND
29700100|MD-UFCTRND GENERAL
29710000|MD-SCHOOL OF PA STUDIES
